CMH Group,Consumer Cyclical,South Africa,Africa,Board tenure,Average length of service of dealer principals,Years,11
Cognition Holdings Limited,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,4
Crookes Brothers Limited Group,Consumer Defensive,South Africa,Africa,Executive,Non-executive Directors' fees,Rmillion,2.81
Dischem,Healthcare,South Africa,Africa,Board composition,Female board Members,Number,3
Dischem,Healthcare,South Africa,Africa,Board composition,Female board Members,%,30
Dischem,Healthcare,South Africa,Africa,Board diversity,Racial diversity at Board level,%,50
Discovery,Financial Services,South Africa,Africa,Board diversity,Black directors,%,38
Discovery,Financial Services,South Africa,Africa,Board diversity,Female directors,%,38
Discovery,Financial Services,South Africa,Africa,Board diversity,Independent non-executive directors,%,73
Discovery,Financial Services,South Africa,Africa,Board composition,Gender diversity-Male,%,53
Discovery,Financial Services,South Africa,Africa,Board composition,Gender diversity-Female,%,47
Discovery,Financial Services,South Africa,Africa,Board composition,Racial diversity-White,%,53
Discovery,Financial Services,South Africa,Africa,Board composition,Racial diversity-Black,%,47
Equities Property Fund,Real Estate,South Africa,Africa,B-BBEE level,B-BBEE level,Level,3
Exxaro,Energy,South Africa,Africa,Board diversity,Retirement age for an executive director,Years,63
Exxaro,Energy,South Africa,Africa,Board diversity,Retirement age for non-executive director,Years,70
Exxaro,Energy,South Africa,Africa,Board diversity,Board age diversity,Years,55
Famous Brands,Consumer Cyclical,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2
Famous Brands,Consumer Cyclical,South Africa,Africa,Board meeting,Board and Committe Meeting attendance,%,95
Famous Brands,Consumer Cyclical,South Africa,Africa,Board tenure,Board members' aggreagate years of experience,Years,308
Famous Brands,Consumer Cyclical,South Africa,Africa,Board composition,Board independence,%,82
Famous Brands,Consumer Cyclical,South Africa,Africa,Board diversity,Gender diversity-Female,%,27
Famous Brands,Consumer Cyclical,South Africa,Africa,Board diversity,Gender-Total,Number,11
Famous Brands,Consumer Cyclical,South Africa,Africa,Board diversity,Gender-Female,Number,3
Famous Brands,Consumer Cyclical,South Africa,Africa,Board diversity,Gender-Male,Number,8
Famous Brands,Consumer Cyclical,South Africa,Africa,Board diversity,Age-40 to 50 years,%,27
Famous Brands,Consumer Cyclical,South Africa,Africa,Board diversity,Age->50 years,%,73
Gold Fields,Basic Materials,South Africa,Africa,Board diversity,White male,%,50
Gold Fields,Basic Materials,South Africa,Africa,Board diversity,Black male,%,20
Gold Fields,Basic Materials,South Africa,Africa,Board diversity,White male,%,20
Gold Fields,Basic Materials,South Africa,Africa,Board diversity,Black male,%,10
Gold Fields,Basic Materials,South Africa,Africa,Board tenure,Board tenure- 0-2 years,%,20
Gold Fields,Basic Materials,South Africa,Africa,Board tenure,Board tenure- 3-6 years,%,60
Gold Fields,Basic Materials,South Africa,Africa,Board tenure,Board tenure- >9 years,%,20
Gold Fields,Basic Materials,South Africa,Africa,Board diversity,Age- <50 years,%,10
Gold Fields,Basic Materials,South Africa,Africa,Board diversity,Age- 50-59 years,%,50
Gold Fields,Basic Materials,South Africa,Africa,Board diversity,Age- >60 years,%,40
Gold Fields,Basic Materials,South Africa,Africa,Board diversity,Nationalities-South Africa,Number,5
Gold Fields,Basic Materials,South Africa,Africa,Board diversity,Nationalities-Ghana,Number,1
Gold Fields,Basic Materials,South Africa,Africa,Board diversity,Nationalities-Australia,Number,2
Gold Fields,Basic Materials,South Africa,Africa,Board diversity,Nationalities-United Kingdom,Number,1
Gold Fields,Basic Materials,South Africa,Africa,Board diversity,Nationalities-Chile,Number,1
Gold Fields,Basic Materials,South Africa,Africa,Board composition,Independent non-executive directors,%,80
Gold Fields,Basic Materials,South Africa,Africa,Board composition,Executive directors,%,20
Impala Platinum,Basic Materials,South Africa,Africa,Tax transparency,Tax paid,Rbillion,6
KAP,Industrials,South Africa,Africa,Board diversity,Age -41-50 years,%,27
KAP,Industrials,South Africa,Africa,Board diversity,Age -50-60 years,%,37
KAP,Industrials,South Africa,Africa,Board diversity,Age ->60 years,%,36
KAP,Industrials,South Africa,Africa,Board diversity,Gender- Male,%,72.7
KAP,Industrials,South Africa,Africa,Board diversity,Gender- Female,%,27.3
KAP,Industrials,South Africa,Africa,Board diversity,Race-White,%,75
KAP,Industrials,South Africa,Africa,Board diversity,Race-Black,%,25
KAP,Industrials,South Africa,Africa,Board diversity,Tenure- 0-3 years,%,25
KAP,Industrials,South Africa,Africa,Board diversity,Tenure- 3-6 years,%,37.5
KAP,Industrials,South Africa,Africa,Board diversity,Tenure- >9 years,%,37.5
Netcare,Healthcare,South Africa,Africa,Board composition,Independent non-executive directors,Number,7
Netcare,Healthcare,South Africa,Africa,Board composition,Executive directors,Number,2
Netcare,Healthcare,South Africa,Africa,Board composition,Age - 46-55 years,Number,5
Netcare,Healthcare,South Africa,Africa,Board composition,Age - 56-65 years,Number,3
Netcare,Healthcare,South Africa,Africa,Board composition,Age - Older than 65 years,Number,1
Netcare,Healthcare,South Africa,Africa,Board composition,Average age,Years,56
Netcare,Healthcare,South Africa,Africa,Board diversity,Black South Africa,%,44
Netcare,Healthcare,South Africa,Africa,Board diversity,Female,%,44
Netcare,Healthcare,South Africa,Africa,Board diversity,Black Female,%,33
Netcare,Healthcare,South Africa,Africa,Employment equity,Senior management- Black,%,45.7
Netcare,Healthcare,South Africa,Africa,Employment equity,Senior management- Black Female,%,22.9
Netcare,Healthcare,South Africa,Africa,Employment equity,Middle management- Black,%,57.5
Netcare,Healthcare,South Africa,Africa,Employment equity,Middle management- Black Female,%,35.9
Netcare,Healthcare,South Africa,Africa,Employment equity,Junior management and skilled workers- Black,%,77.4
Netcare,Healthcare,South Africa,Africa,Employment equity,Junior management and skilled workers- Black Female,%,65.3
Netcare,Healthcare,South Africa,Africa,Employment equity,Employees with disabilities- Overall,%,4.6
Netcare,Healthcare,South Africa,Africa,Employment equity,Employees with disabilities-Black,%,3.2
Netcare,Healthcare,South Africa,Africa,Employment equity,Employees with disabilities- Black Female,%,2.2
Netcare,Healthcare,South Africa,Africa,B-BBEE level,B-BBEE level,Level,3
Paladin,Energy,South Africa,Africa,Board diversity,Female board members,%,43,40
Pan African Resources,Basic Materials,South Africa,Africa,Executive,Independent non-executive directors,%,71
Pan African Resources,Basic Materials,South Africa,Africa,Executive,Executive directors,%,29
Pan African Resources,Basic Materials,South Africa,Africa,Executive,Diversity of tenure- 2-6 years,%,43
Pan African Resources,Basic Materials,South Africa,Africa,Executive,Diversity of tenure- 6-9 years,%,14
Pan African Resources,Basic Materials,South Africa,Africa,Executive,Diversity of tenure- >9 years,%,43
Pan African Resources,Basic Materials,South Africa,Africa,Executive,Diversity of age- 40-50 years,%,14
Pan African Resources,Basic Materials,South Africa,Africa,Executive,Diversity of age- 50-60 years,%,29
Pan African Resources,Basic Materials,South Africa,Africa,Executive,Diversity of age- > 60 years,%,57
RCL Foods,Consumer Defensive,South Africa,Africa,Board composition,Number of Board Members,Number,12
RCL Foods,Consumer Defensive,South Africa,Africa,Board composition,Non-Executive directors,Number,10
RCL Foods,Consumer Defensive,South Africa,Africa,Board composition,Non-Executive directors,%,83
RCL Foods,Consumer Defensive,South Africa,Africa,Board composition,Executive directors,Number,2
RCL Foods,Consumer Defensive,South Africa,Africa,Board composition,Independent directors,Number,7
RCL Foods,Consumer Defensive,South Africa,Africa,Board composition,Independent directors,%,58.33
RCL Foods,Consumer Defensive,South Africa,Africa,Board composition,Female board members,Number,2
RCL Foods,Consumer Defensive,South Africa,Africa,Board composition,Female board members,%,17
RCL Foods,Consumer Defensive,South Africa,Africa,Board diversity,ACI board members,Number,5
RCL Foods,Consumer Defensive,South Africa,Africa,Board diversity,ACI board members,%,42
RCL Foods,Consumer Defensive,South Africa,Africa,Board diversity,HDSA board members,Number,5
RCL Foods,Consumer Defensive,South Africa,Africa,Board diversity,HDSA board members,%,42
RCL Foods,Consumer Defensive,South Africa,Africa,Board tenure,Average Length of Executive Director Service (years),Number,10
RCL Foods,Consumer Defensive,South Africa,Africa,Board tenure,Average Length of Non-Executive Director Service (years),Number,9
RCL Foods,Consumer Defensive,South Africa,Africa,Board tenure,Average Length of Director (full Board) Service (years),Number,9
RCL Foods,Consumer Defensive,South Africa,Africa,Board diversity,Average Age of Directors (years),Number,54
RCL Foods,Consumer Defensive,South Africa,Africa,Board diversity,Percentage of Directors between 30 and 50 years of age,%,16.67
RCL Foods,Consumer Defensive,South Africa,Africa,Board diversity,Percentage of Directors over 50 years of age,%,88.33
RCL Foods,Consumer Defensive,South Africa,Africa,Board meeting,Board and Committee Meeting attendance,%,99
REX Trueform,Consumer Cyclical,South Africa,Africa,B-BBEE level,B-BBEE level,Level,4
Sappi,Basic Materials,South Africa,Africa,Compliance,Increase proportion of Female in management roles by 3.7 percentage points,%,22
Sasol Limited,Basic Materials,South Africa,Africa,Compliance,Annual compliance confirmation received from employees (from execution level to CEO and President level),Number,6000
Sasol Limited,Basic Materials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,3
Sasol Limited,Basic Materials,South Africa,Africa,Tax transparency,Direct taxes paid to government,Rmillion,12925
Standard Bank,Financial Services,South Africa,Africa,Tax transparency,Total taxes paid/incurred and collected by the group,Rbillion,35.9
Standard Bank,Financial Services,South Africa,Africa,Tax transparency,Taxes paid/incurred,Rbillion,15.2
Standard Bank,Financial Services,South Africa,Africa,Tax transparency,Taxes collected on behalf of the government (e.g. employees' tax),Rbillion,20.7
Transnet,Industrials,South Africa,Africa,Executive,Non-executive Director's Demographics- Length of tenure - 1-3 years,%,20
Transnet,Industrials,South Africa,Africa,Executive,Non-executive Director's Demographics- Length of tenure - 3-6 years,%,80
Transnet,Industrials,South Africa,Africa,Executive,Non-executive Director's Demographics- Gender representation - Male,%,60
Transnet,Industrials,South Africa,Africa,Executive,Non-executive Director's Demographics- Gender representation - Female,%,40
Transnet,Industrials,South Africa,Africa,Executive,Non-executive Director's Demographics- Race representation - Black (AIC),%,80
Transnet,Industrials,South Africa,Africa,Executive,Non-executive Director's Demographics- Race representation - White,%,20
Vodacom,Communication Services,South Africa,Africa,Business ethics,Employees and contractors received advice through the ethics advice line,Number,319
Vodacom,Communication Services,South Africa,Africa,Business ethics,Ethics risk assessment score,%,81
Vodacom,Communication Services,South Africa,Africa,Business ethics,Employees attended the Group Chairman's annual ethical leadership event,Number,1000
Vodacom,Communication Services,South Africa,Africa,Business ethics,External people and contractors were subject to criminal prosecution,Number,81
Vodacom,Communication Services,South Africa,Africa,Code of conduct,Employees and contractors were dismissed for breaches,Number,361
Vodacom,Communication Services,South Africa,Africa,Code of conduct,Grievances reported,Number,14
Vodacom,Communication Services,South Africa,Africa,Code of conduct,Substantiated grievances,Number,4
Adani Enterprises,Energy,India,Asia,Board composition,Number of Board Members,Number,9
Adani Enterprises,Energy,India,Asia,Board diversity,Female board members,Number,1
Adani Enterprises,Energy,India,Asia,Board diversity,Female board members,%,11.11
Adani Enterprises,Energy,India,Asia,Complaints,Days taken for redressal of grievances,Days,14
Adani Enterprises,Energy,India,Asia,Ethics,Conflicts of interest and complaints witnessed during the year,Number,0
Adani Enterprises,Energy,India,Asia,Anti-corruption,"Cases of corruption, bribery of anticompetitive behaviour witnessed",Number,0
Adani Enterprises,Energy,India,Asia,Complaints,"Complaints on sexual harassment, discrimination, child labour, forced labour, wages and human rights witnessed",Number,0
Adani Ports & SEZ,Industrials,India,Asia,Compliance,Regular audits on compliance with ethical standards conducted,Years,3
Apollo Hospitals,Healthcare,India,Asia,Board diversity,Female board members,%,55
Axis Bank,Financial Services,India,Asia,Board diversity,Overall diversity ratio,%,25.7
Axis Bank,Financial Services,India,Asia,Board diversity,Female in frontline staff,%,56
Axis Bank,Financial Services,India,Asia,Board diversity,Female in STEM,%,22
Axis Bank,Financial Services,India,Asia,Board composition,"Proportion of Independent, Non-Executive Directors",%,62
Axis Bank,Financial Services,India,Asia,Board diversity,Female Directors,%,23
Bajaj Auto,Consumer Cyclical,India,Asia,Compliance,Number of complaints filed during the year: Communities,Number,0
Bajaj Auto,Consumer Cyclical,India,Asia,Compliance,Number of complaints pending resolution at close of the year: Communities,Number,0
Bajaj Auto,Consumer Cyclical,India,Asia,Compliance,Number of complaints filed during the year: Investors (other than shareholder),Number,0
Bajaj Auto,Consumer Cyclical,India,Asia,Compliance,Number of complaints pending resolution at close of the year: Investor (other than shareholder),Number,0
Bajaj Auto,Consumer Cyclical,India,Asia,Compliance,Number of complaints filed during the year: Shareholders,Number,14
Bajaj Auto,Consumer Cyclical,India,Asia,Compliance,Number of complaints pending resolution at close of the year: Shareholders,Number,0
Bajaj Auto,Consumer Cyclical,India,Asia,Compliance,Number of complaints filed during the year: Employees and workers,Number,45
Bajaj Auto,Consumer Cyclical,India,Asia,Compliance,Number of complaints pending resolution at close of the year: Employees and workers,Number,0
Bajaj Auto,Consumer Cyclical,India,Asia,Compliance,Number of complaints filed during the year: Customers,Number,83751
Bajaj Auto,Consumer Cyclical,India,Asia,Compliance,Number of complaints pending resolution at close of the year: Customers,Number,7 484
Bajaj Auto,Consumer Cyclical,India,Asia,Compliance,Number of complaints filed during the year: Value Chain Partners,Number,0
Bajaj Auto,Consumer Cyclical,India,Asia,Compliance,Number of complaints pending resolution at close of the year: Value Chain Partners,Number,0
Bajaj Auto,Consumer Cyclical,India,Asia,Executive remuneration,Median remuneration/salary/wages of Board of Directors (BoD)-Male,₹ in Lakh,35
Bajaj Auto,Consumer Cyclical,India,Asia,Executive remuneration,Median remuneration/salary/wages of Board of Directors (BoD)-Female,₹ in Lakh,20
Bajaj Auto,Consumer Cyclical,India,Asia,Executive remuneration,Median remuneration/salary/wages of Key Managerial Personnel-Male,₹ in Lakh,527
Bajaj Auto,Consumer Cyclical,India,Asia,Executive remuneration,Median remuneration/salary/wages of Key Managerial Personnel-Female,₹ in Lakh,0
Bajaj Auto,Consumer Cyclical,India,Asia,Executive remuneration,Median remuneration/salary/wages of Employees other than BoD and KMP-Male,₹ in Lakh,22
Bajaj Auto,Consumer Cyclical,India,Asia,Executive remuneration,Median remuneration/salary/wages of Employees other than BoD and KMP-Female,₹ in Lakh,14
Bajaj Auto,Consumer Cyclical,India,Asia,Executive remuneration,Median remuneration/salary/wages of Workers-Male,₹ in Lakh,8
Bajaj Auto,Consumer Cyclical,India,Asia,Executive remuneration,Median remuneration/salary/wages of Workers-Female,₹ in Lakh,4
Bajaj Finance,Financial Services,India,Asia,Risk management,"Non-deposit taking HFCs with asset size shall pursue liquidity risk management which, inter alia, should cover adherence to gap limits",₹ crore,100
Bajaj Finserv,Financial Services,India,Asia,Executive remuneration,Median remuneration/salary/wages of Board of Directors (BoD)- Non-Executive Directors-Male,₹ crore,0.36
Bajaj Finserv,Financial Services,India,Asia,Executive remuneration,Median remuneration/salary/wages of Board of Directors (BoD)-Non-Executive Directors-Female,₹ crore,0.24
Bajaj Finserv,Financial Services,India,Asia,Executive remuneration,Median remuneration/salary/wages of Board of Directors (BoD)-Male,₹ crore,23.62
Bajaj Finserv,Financial Services,India,Asia,Executive remuneration,Median remuneration/salary/wages of Board of Directors (BoD)-Female,₹ crore,0
Bajaj Finserv,Financial Services,India,Asia,Executive remuneration,Median remuneration/salary/wages of Key Managerial Personnel (KMP)-Male,₹ crore,6.69
Bajaj Finserv,Financial Services,India,Asia,Executive remuneration,Median remuneration/salary/wages of Key Managerial Personnel (KMP)-Female,₹ crore,0.58
Bajaj Finserv,Financial Services,India,Asia,Executive remuneration,Median remuneration/salary/wages of Employees other than BoD and KMP-Male,₹ crore,0.06
Bajaj Finserv,Financial Services,India,Asia,Executive remuneration,Median remuneration/salary/wages of Employees other than BoD and KMP-Female,₹ crore,0.06
Bharat Petroleum,Energy,India,Asia,Complaints,Customers-Customer complaints/Queries/Grievances,Number,455 565
Bharat Petroleum,Energy,India,Asia,Complaints,Customers-Resolutions,Number,454 626
Bharat Petroleum,Energy,India,Asia,Complaints,IEM-Customer complaints/Queries/Grievances,Number,9
Bharat Petroleum,Energy,India,Asia,Complaints,IEM-Resolutions,Number,8
